airport	terminal	date	hour	us_avg_wait	us_max_wait	non_us_avg_wait	non_us_max_wait	all_avg_wait	all_max_wait	all_n_0..15	all_n_16..30	all_n_31..45	all_n_46..60	all_n_61..90	all_n_91..120	all_n_120..	all_excluded	all_total	all_flights	all_booths
ATL	Concourse F	6/29/2018	1900 - 2000	14	79	42	89	22	89	389	156	78	45	91	0	0	25	784	3	13
ATL	Concourse F	6/29/2018	2000 - 2100	41	117	85	117	53	117	79	186	85	93	160	135	0	22	760	3	14
ATL	Concourse E	6/30/2018	0500 - 0600	1	102	41	108	17	108	1049	135	119	56	115	72	0	52	1598	7	10
ATL	Concourse E	6/30/2018	0600 - 0700	6	25	58	93	40	93	76	13	34	20	53	8	0	11	215	1	10
ATL	Concourse E	6/30/2018	0800 - 0900	0	3	0	2	0	3	230	0	0	0	0	0	0	5	235	1	9
ATL	Concourse E	6/30/2018	1000 - 1100	22	54	20	56	22	56	238	89	164	67	0	0	0	19	577	3	11
ATL	Concourse E	6/30/2018	1100 - 1200	4	27	7	34	4	34	473	61	3	0	0	0	0	18	555	3	12
ATL	Concourse E	6/30/2018	1200 - 1300	0	14	3	21	1	21	716	8	0	0	0	0	0	22	746	4	11
ATL	Concourse E	6/30/2018	1300 - 1400	2	18	2	19	2	19	1196	21	0	0	0	0	0	35	1252	7	23
ATL	Concourse E	6/30/2018	1400 - 1500	10	48	11	50	10	50	2030	457	310	25	0	0	0	77	2899	13	23
ATL	Concourse E	6/30/2018	1500 - 1600	12	46	10	40	12	46	849	198	199	7	0	0	0	32	1285	7	21
ATL	Concourse E	6/30/2018	1600 - 1700	13	36	8	36	12	36	801	530	25	0	0	0	0	32	1388	8	20
ATL	Concourse E	6/30/2018	1700 - 1800	13	56	17	60	13	60	1449	726	198	27	0	0	0	72	2472	13	22
ATL	Concourse E	6/30/2018	1800 - 1900	8	38	11	27	8	38	1377	379	6	0	0	0	0	55	1817	11	19
ATL	Concourse E	6/30/2018	1900 - 2000	13	40	14	49	13	49	1411	735	264	4	0	0	0	56	2470	15	21
ATL	Concourse E	6/30/2018	2000 - 2100	19	71	28	85	20	85	346	382	142	25	17	0	0	31	943	6	18
ATL	Concourse E	6/30/2018	2100 - 2200	8	20	12	15	8	20	169	17	0	0	0	0	0	3	189	1	8
ATL	Concourse F	6/30/2018	0600 - 0700	9	52	23	58	14	58	128	9	13	11	0	0	0	9	170	1	6
ATL	Concourse F	6/30/2018	1000 - 1100	28	42	32	47	30	47	8	24	36	5	0	0	0	2	75	1	12
ATL	Concourse F	6/30/2018	1500 - 1600	4	21	1	4	3	21	139	3	0	0	0	0	0	4	146	2	5
ATL	Concourse F	6/30/2018	1600 - 1700	8	33	14	34	9	34	399	106	9	0	0	0	0	16	530	2	14
ATL	Concourse F	6/30/2018	1700 - 1800	27	65	42	70	35	70	10	57	30	31	15	0	0	5	148	1	10
ATL	Concourse F	6/30/2018	2000 - 2100	22	84	55	95	30	95	415	207	118	115	137	29	0	29	1050	5	15
ATL	Concourse F	6/30/2018	2200 - 2300	4	9	2	4	4	9	144	0	0	0	0	0	0	2	146	1	23
ATL	Concourse E	7/1/2018	0500 - 0600	1	85	26	89	13	89	717	69	57	39	74	0	0	31	987	4	11
ATL	Concourse E	7/1/2018	0600 - 0700	5	39	33	67	15	67	378	106	40	42	24	0	0	18	608	3	12
ATL	Concourse E	7/1/2018	0800 - 0900	2	8	0	6	1	8	236	0	0	0	0	0	0	0	236	1	9
ATL	Concourse E	7/1/2018	1000 - 1100	16	46	32	61	21	61	177	165	59	41	1	0	0	15	458	2	14
ATL	Concourse E	7/1/2018	1100 - 1200	6	76	20	77	9	77	577	78	49	28	18	0	0	25	775	5	10
ATL	Concourse E	7/1/2018	1200 - 1300	7	61	15	56	10	61	505	118	60	11	2	0	0	21	717	4	17
ATL	Concourse E	7/1/2018	1300 - 1400	13	45	8	43	12	45	902	239	255	0	0	0	0	39	1435	8	20
ATL	Concourse E	7/1/2018	1400 - 1500	8	41	6	40	8	41	1541	295	164	0	0	0	0	60	2060	8	22
ATL	Concourse E	7/1/2018	1500 - 1600	10	53	14	52	11	53	1741	338	284	38	0	0	0	76	2477	13	21
ATL	Concourse E	7/1/2018	1600 - 1700	9	40	9	38	9	40	774	227	50	0	0	0	0	28	1079	6	20
ATL	Concourse E	7/1/2018	1700 - 1800	12	44	12	44	12	44	853	348	115	0	0	0	0	43	1359	9	19
ATL	Concourse E	7/1/2018	1800 - 1900	12	49	17	56	13	56	1522	858	174	14	0	0	0	70	2638	16	17
ATL	Concourse E	7/1/2018	1900 - 2000	16	42	18	44	16	44	634	655	185	0	0	0	0	44	1518	10	20
ATL	Concourse E	7/1/2018	2000 - 2100	7	39	17	40	9	40	1266	382	129	0	0	0	0	51	1828	8	21
ATL	Concourse F	7/1/2018	1000 - 1100	14	53	29	52	17	53	123	22	45	21	0	0	0	6	217	2	9
ATL	Concourse F	7/1/2018	1300 - 1400	9	26	16	29	11	29	141	51	0	0	0	0	0	5	197	1	15
ATL	Concourse F	7/1/2018	1700 - 1800	22	52	20	47	22	52	138	115	79	29	0	0	0	12	373	1	11
ATL	Concourse F	7/1/2018	2100 - 2200	1	7	0	0	1	7	140	0	0	0	0	0	0	4	144	1	9
ATL	Concourse E	7/2/2018	0600 - 0700	3	43	64	121	49	121	65	46	12	2	13	65	3	5	211	1	11
ATL	Concourse E	7/2/2018	0800 - 0900	2	13	3	13	2	13	238	0	0	0	0	0	0	5	243	1	8
ATL	Concourse E	7/2/2018	1000 - 1100	9	53	26	66	16	66	281	110	47	47	12	0	0	16	513	3	12
ATL	Concourse E	7/2/2018	1100 - 1200	0	13	2	15	1	15	616	0	0	0	0	0	0	18	634	4	11
ATL	Concourse E	7/2/2018	1200 - 1300	1	21	4	27	2	27	588	33	0	0	0	0	0	17	638	3	13
ATL	Concourse E	7/2/2018	1300 - 1400	8	33	15	61	11	61	922	340	36	51	2	0	0	44	1395	8	27
ATL	Concourse E	7/2/2018	1400 - 1500	5	51	17	56	9	56	1944	187	188	67	0	0	0	67	2453	10	28
ATL	Concourse E	7/2/2018	1500 - 1600	6	38	9	45	7	45	1283	162	23	0	0	0	0	44	1512	9	24
ATL	Concourse E	7/2/2018	1600 - 1700	5	34	10	35	6	35	1554	222	32	0	0	0	0	58	1866	10	19
ATL	Concourse E	7/2/2018	1700 - 1800	11	71	19	78	13	78	1441	267	192	102	19	0	0	63	2084	11	22
ATL	Concourse E	7/2/2018	1800 - 1900	17	83	39	88	22	88	771	692	299	121	83	0	0	61	2027	13	20
ATL	Concourse E	7/2/2018	1900 - 2000	21	95	57	101	27	101	498	595	291	93	122	48	0	55	1702	10	19
ATL	Concourse E	7/2/2018	2000 - 2100	16	65	46	85	21	85	654	477	144	63	90	0	0	49	1477	8	16
ATL	Concourse F	7/2/2018	0000 - 0100	17	48	33	56	25	56	50	75	42	28	0	0	0	12	207	1	4
ATL	Concourse F	7/2/2018	0500 - 0600	11	98	61	149	35	149	594	150	53	131	67	97	84	35	1211	5	12
ATL	Concourse F	7/2/2018	0600 - 0700	11	62	20	58	12	62	112	40	6	7	1	0	0	9	175	1	5
ATL	Concourse F	7/2/2018	1100 - 1200	4	43	20	52	13	52	119	39	34	2	0	0	0	8	202	2	11
ATL	Concourse F	7/2/2018	1200 - 1300	6	28	17	42	17	42	53	25	20	0	0	0	0	4	102	1	11
ATL	Concourse F	7/2/2018	1500 - 1600	6	23	9	23	8	23	81	23	0	0	0	0	0	4	108	1	9
ATL	Concourse E	7/3/2018	0500 - 0600	1	28	7	38	3	38	828	63	16	0	0	0	0	29	936	4	11
ATL	Concourse E	7/3/2018	0600 - 0700	1	57	30	70	19	70	470	106	91	119	49	0	0	27	862	4	15
ATL	Concourse E	7/3/2018	0800 - 0900	0	0	0	0	0	0	222	0	0	0	0	0	0	7	229	1	12
ATL	Concourse E	7/3/2018	0900 - 1000	0	0	0	0	0	0	89	0	0	0	0	0	0	0	89	1	11
ATL	Concourse E	7/3/2018	1000 - 1100	2	14	3	15	2	15	425	0	0	0	0	0	0	11	436	2	12
ATL	Concourse E	7/3/2018	1100 - 1200	0	19	2	30	0	30	591	9	0	0	0	0	0	14	614	4	11
ATL	Concourse E	7/3/2018	1200 - 1300	1	39	11	51	5	51	665	90	47	6	0	0	0	27	835	5	15
ATL	Concourse E	7/3/2018	1300 - 1400	14	54	16	54	15	54	1484	410	377	152	0	0	0	61	2484	11	21
ATL	Concourse E	7/3/2018	1400 - 1500	12	44	15	44	13	44	890	367	274	0	0	0	0	38	1569	8	23
ATL	Concourse E	7/3/2018	1500 - 1600	2	17	2	16	2	17	1050	6	0	0	0	0	0	31	1087	6	13
ATL	Concourse E	7/3/2018	1600 - 1700	13	67	11	48	12	67	1541	681	209	7	4	0	0	70	2512	12	24
ATL	Concourse E	7/3/2018	1700 - 1800	9	43	10	31	9	43	936	199	36	0	0	0	0	29	1200	8	22
ATL	Concourse E	7/3/2018	1800 - 1900	18	76	28	84	20	84	1159	430	517	176	78	0	0	74	2434	17	27
ATL	Concourse E	7/3/2018	1900 - 2000	23	65	16	65	22	65	628	50	339	209	28	0	0	36	1290	7	17
ATL	Concourse E	7/3/2018	2000 - 2100	20	67	27	67	22	67	531	262	362	115	23	0	0	35	1328	7	18
ATL	Concourse F	7/3/2018	1000 - 1100	10	26	11	29	10	29	40	18	0	0	0	0	0	2	60	1	11
ATL	Concourse F	7/3/2018	1600 - 1700	9	29	13	38	11	38	82	35	3	0	0	0	0	4	124	1	10
ATL	Concourse F	7/3/2018	1700 - 1800	14	34	18	34	15	34	74	57	5	0	0	0	0	4	140	1	11
ATL	Concourse F	7/3/2018	1900 - 2000	10	51	26	53	17	53	127	27	34	13	0	0	0	7	208	1	10
ATL	Concourse E	7/4/2018	0500 - 0600	0	14	16	64	9	64	751	67	43	72	7	0	0	30	970	4	10
ATL	Concourse E	7/4/2018	0600 - 0700	1	47	28	60	12	60	417	19	58	73	0	0	0	15	582	3	12
ATL	Concourse E	7/4/2018	0800 - 0900	0	7	0	7	0	7	232	0	0	0	0	0	0	4	236	1	9
ATL	Concourse E	7/4/2018	1000 - 1100	4	38	13	49	8	49	354	63	34	9	0	0	0	12	472	3	10
ATL	Concourse E	7/4/2018	1100 - 1200	0	6	0	6	0	6	403	0	0	0	0	0	0	11	414	2	10
ATL	Concourse E	7/4/2018	1200 - 1300	1	29	9	42	4	42	608	60	17	0	0	0	0	22	707	4	13
ATL	Concourse E	7/4/2018	1300 - 1400	3	28	11	40	6	40	2034	380	13	0	0	0	0	80	2507	12	26
ATL	Concourse E	7/4/2018	1400 - 1500	7	45	21	68	12	68	1284	424	128	63	22	0	0	56	1977	9	23
ATL	Concourse E	7/4/2018	1500 - 1600	9	57	17	63	11	63	817	228	89	14	1	0	0	36	1185	7	23
ATL	Concourse E	7/4/2018	1600 - 1700	9	80	30	152	14	152	954	301	85	37	32	9	11	54	1483	8	18
ATL	Concourse E	7/4/2018	1700 - 1800	33	142	41	142	35	142	526	358	465	275	150	96	27	71	1968	10	20
ATL	Concourse E	7/4/2018	1800 - 1900	25	123	40	131	29	131	492	544	647	154	92	22	9	62	2022	14	19
ATL	Concourse E	7/4/2018	1900 - 2000	14	81	38	82	19	82	555	104	245	37	60	0	0	27	1028	5	17
ATL	Concourse E	7/4/2018	2000 - 2100	11	55	32	66	17	66	348	107	43	86	15	0	0	20	619	3	21
ATL	Concourse F	7/4/2018	1000 - 1100	14	35	25	39	15	39	58	49	9	0	0	0	0	3	119	1	5
ATL	Concourse F	7/4/2018	1100 - 1200	5	24	16	36	12	36	42	20	3	0	0	0	0	5	70	1	7
ATL	Concourse F	7/4/2018	1200 - 1300	6	46	21	49	17	49	84	37	22	7	0	0	0	5	155	1	12
ATL	Concourse F	7/4/2018	2000 - 2100	21	73	37	75	25	75	321	235	121	48	72	0	0	23	820	5	13
ATL	Concourse F	7/4/2018	2100 - 2200	11	40	24	40	14	40	94	29	22	0	0	0	0	2	147	1	12
ATL	Concourse E	7/5/2018	0500 - 0600	1	27	5	27	3	27	183	17	0	0	0	0	0	7	207	1	9
ATL	Concourse E	7/5/2018	0800 - 0900	1	7	0	7	1	7	238	0	0	0	0	0	0	8	246	1	9
ATL	Concourse E	7/5/2018	1000 - 1100	7	28	21	40	9	40	66	25	4	0	0	0	0	3	98	1	9
ATL	Concourse E	7/5/2018	1100 - 1200	0	10	1	10	1	10	380	0	0	0	0	0	0	10	390	3	8
ATL	Concourse E	7/5/2018	1200 - 1300	0	8	0	9	0	9	267	0	0	0	0	0	0	9	276	1	8
ATL	Concourse E	7/5/2018	1300 - 1400	4	38	12	41	7	41	1050	219	36	0	0	0	0	42	1347	7	19
ATL	Concourse E	7/5/2018	1400 - 1500	14	64	32	87	19	87	1205	429	375	156	128	0	0	73	2366	10	23
ATL	Concourse E	7/5/2018	1500 - 1600	14	82	43	82	21	82	430	214	77	24	92	0	0	25	862	6	18
ATL	Concourse E	7/5/2018	1600 - 1700	18	74	43	83	24	83	582	205	76	208	86	0	0	35	1192	7	23
ATL	Concourse E	7/5/2018	1700 - 1800	29	113	51	112	33	113	414	182	243	270	142	35	0	42	1328	8	18
ATL	Concourse E	7/5/2018	1800 - 1900	25	147	74	160	35	160	598	193	348	324	35	106	62	67	1733	12	18
ATL	Concourse E	7/5/2018	1900 - 2000	29	121	48	131	33	131	701	183	83	228	321	45	29	50	1640	9	15
ATL	Concourse E	7/5/2018	2000 - 2100	12	62	26	83	16	83	482	59	55	102	26	0	0	23	747	4	13
ATL	Concourse F	7/5/2018	0500 - 0600	6	78	48	106	34	106	349	162	132	89	191	34	0	31	988	4	13
ATL	Concourse F	7/5/2018	0600 - 0700	5	53	51	104	28	104	313	32	25	49	108	16	0	16	559	3	13
ATL	Concourse F	7/5/2018	1000 - 1100	20	57	31	63	27	63	114	104	97	60	11	0	0	12	398	2	11
ATL	Concourse F	7/5/2018	1200 - 1300	12	67	20	67	17	67	352	69	52	39	24	0	0	15	551	4	13
ATL	Concourse F	7/5/2018	1400 - 1500	9	76	36	76	25	76	120	35	9	31	30	0	0	6	231	1	14
ATL	Concourse F	7/5/2018	1500 - 1600	11	44	33	96	18	96	437	176	40	16	50	8	0	22	749	4	12
ATL	Concourse F	7/5/2018	1600 - 1700	11	76	41	89	22	89	343	114	53	55	77	0	0	22	664	3	14
ATL	Concourse F	7/5/2018	1700 - 1800	17	64	33	70	21	70	156	98	49	38	13	0	0	11	365	1	11
ATL	Concourse F	7/5/2018	1800 - 1900	7	34	22	48	10	48	178	19	8	6	0	0	0	7	218	1	9
ATL	Concourse F	7/5/2018	2000 - 2100	13	68	29	71	18	71	99	10	4	10	21	0	0	5	149	1	8
ATL	Concourse F	7/5/2018	2100 - 2200	7	44	16	42	8	44	275	24	13	0	0	0	0	11	323	2	8
ATL	Concourse F	7/5/2018	2300 - 0000	9	29	16	31	12	31	82	47	1	0	0	0	0	5	135	1	4
ATL	Concourse E	7/6/2018	0500 - 0600	3	74	28	84	15	84	654	84	53	49	98	0	0	25	963	4	11
ATL	Concourse E	7/6/2018	0600 - 0700	3	47	45	103	33	103	237	119	55	71	115	38	0	20	655	3	13
ATL	Concourse E	7/6/2018	0900 - 1000	6	44	23	55	15	55	209	61	39	34	0	0	0	8	351	1	10
ATL	Concourse E	7/6/2018	1000 - 1100	5	21	19	38	6	38	231	19	9	0	0	0	0	7	266	2	9
ATL	Concourse E	7/6/2018	1100 - 1200	0	13	1	13	0	13	563	0	0	0	0	0	0	17	580	3	8
ATL	Concourse E	7/6/2018	1200 - 1300	2	68	15	68	7	68	543	75	34	17	11	0	0	19	699	4	13
ATL	Concourse E	7/6/2018	1300 - 1400	7	51	16	53	11	53	535	158	56	13	0	0	0	24	786	4	22
ATL	Concourse E	7/6/2018	1400 - 1500	28	74	39	74	31	74	504	259	282	366	143	0	0	47	1601	8	22
ATL	Concourse E	7/6/2018	1500 - 1600	14	42	12	39	14	42	537	237	200	0	0	0	0	23	997	7	17
ATL	Concourse E	7/6/2018	1600 - 1700	14	61	15	41	15	61	693	387	177	37	2	0	0	39	1335	7	22
ATL	Concourse E	7/6/2018	1700 - 1800	16	61	14	51	16	61	1026	385	334	98	3	0	0	52	1898	9	22
ATL	Concourse E	7/6/2018	1800 - 1900	15	51	22	55	17	55	633	487	252	19	0	0	0	44	1435	9	23
ATL	Concourse E	7/6/2018	1900 - 2000	16	66	22	74	17	74	1088	471	475	103	14	0	0	63	2214	14	19
ATL	Concourse E	7/6/2018	2000 - 2100	12	68	30	68	16	68	1006	450	177	86	32	0	0	59	1810	9	20
ATL	Concourse E	7/6/2018	2100 - 2200	0	1	0	0	0	1	130	0	0	0	0	0	0	4	134	1	13
ATL	Concourse F	7/6/2018	0800 - 0900	7	22	10	22	8	22	165	50	0	0	0	0	0	5	220	1	7
ATL	Concourse F	7/6/2018	1000 - 1100	23	33	24	33	23	33	3	34	5	0	0	0	0	1	43	1	11
ATL	Concourse F	7/6/2018	1100 - 1200	5	18	16	36	13	36	40	21	5	0	0	0	0	1	67	1	8
ATL	Concourse F	7/6/2018	1300 - 1400	9	39	17	39	12	39	457	266	46	0	0	0	0	23	792	3	18
ATL	Concourse F	7/6/2018	1400 - 1500	28	72	30	70	29	72	135	215	127	101	26	0	0	16	620	3	15
ATL	Concourse F	7/6/2018	1500 - 1600	4	18	8	18	5	18	213	11	0	0	0	0	0	7	231	1	11
ATL	Concourse F	7/6/2018	1600 - 1700	9	39	23	48	14	48	252	81	40	3	0	0	0	15	391	2	11
ATL	Concourse F	7/6/2018	1800 - 1900	10	45	17	48	13	48	278	130	35	3	0	0	0	13	459	2	11
ATL	Concourse E	7/7/2018	0500 - 0600	5	61	33	112	23	112	685	111	67	78	129	59	0	35	1164	5	11
ATL	Concourse E	7/7/2018	0600 - 0700	6	68	50	106	24	106	482	97	71	60	91	50	0	26	877	4	12
ATL	Concourse E	7/7/2018	0900 - 1000	7	29	17	42	11	42	328	110	49	0	0	0	0	15	502	2	10
ATL	Concourse E	7/7/2018	1100 - 1200	0	29	14	40	3	40	482	36	21	0	0	0	0	18	557	3	10
ATL	Concourse E	7/7/2018	1200 - 1300	0	36	13	46	4	46	732	88	27	3	0	0	0	25	875	5	14
ATL	Concourse E	7/7/2018	1300 - 1400	8	36	13	35	9	36	654	204	22	0	0	0	0	28	908	6	20
ATL	Concourse E	7/7/2018	1400 - 1500	6	55	12	57	7	57	1888	322	68	28	0	0	0	64	2370	10	21
ATL	Concourse E	7/7/2018	1500 - 1600	9	69	23	100	13	100	1471	598	123	52	61	1	0	74	2380	13	22
ATL	Concourse E	7/7/2018	1600 - 1700	17	67	19	40	17	67	481	349	199	16	5	0	0	33	1083	6	22
ATL	Concourse E	7/7/2018	1700 - 1800	22	64	27	69	23	69	758	650	471	182	43	0	0	61	2165	12	22
ATL	Concourse E	7/7/2018	1800 - 1900	20	64	23	55	20	64	915	541	391	160	18	0	0	54	2079	12	22
ATL	Concourse E	7/7/2018	1900 - 2000	29	66	29	55	29	66	627	416	528	580	12	0	0	57	2220	14	20
ATL	Concourse E	7/7/2018	2000 - 2100	23	66	29	54	24	66	332	293	188	115	19	0	0	24	971	5	22
ATL	Concourse F	7/7/2018	0900 - 1000	4	19	7	18	4	19	222	8	0	0	0	0	0	8	238	1	8
ATL	Concourse F	7/7/2018	1000 - 1100	8	19	10	19	9	19	75	9	0	0	0	0	0	3	87	1	10
ATL	Concourse F	7/7/2018	1100 - 1200	9	53	21	64	15	64	147	52	20	17	5	0	0	8	249	2	9
ATL	Concourse F	7/7/2018	1400 - 1500	5	31	38	77	25	77	141	23	4	19	53	0	0	8	248	1	10
ATL	Concourse F	7/7/2018	1500 - 1600	13	43	21	39	13	43	82	42	18	0	0	0	0	3	145	1	4
ATL	Concourse F	7/7/2018	1600 - 1700	11	58	28	63	17	63	420	167	54	72	13	0	0	23	749	3	13
ATL	Concourse F	7/7/2018	1700 - 1800	25	64	42	65	26	65	75	157	101	22	15	0	0	9	379	2	9
ATL	Concourse F	7/7/2018	1900 - 2000	18	67	27	68	20	68	286	223	160	32	16	0	0	23	740	3	11
ATL	Concourse F	7/7/2018	2000 - 2100	40	64	57	68	44	68	75	93	113	302	118	0	0	15	716	4	19
ATL	Concourse E	7/8/2018	0500 - 0600	0	25	14	73	8	73	775	158	50	25	21	0	0	33	1062	4	9
ATL	Concourse E	7/8/2018	0600 - 0700	1	48	33	64	13	64	420	23	62	65	21	0	0	20	611	3	11
ATL	Concourse E	7/8/2018	0800 - 0900	0	4	0	4	0	4	240	0	0	0	0	0	0	3	243	1	12
ATL	Concourse E	7/8/2018	1000 - 1100	12	65	25	68	17	68	320	112	102	35	13	0	0	20	602	3	14
ATL	Concourse E	7/8/2018	1100 - 1200	4	34	21	74	9	74	646	97	42	37	17	0	0	26	865	5	13
ATL	Concourse E	7/8/2018	1200 - 1300	4	77	43	93	18	93	607	67	46	46	117	11	0	25	919	5	17
ATL	Concourse E	7/8/2018	1300 - 1400	14	61	20	61	16	61	1516	606	396	154	3	0	0	76	2751	13	28
ATL	Concourse E	7/8/2018	1400 - 1500	12	65	29	87	19	87	967	280	309	80	87	0	0	51	1774	7	23
ATL	Concourse E	7/8/2018	1500 - 1600	7	43	24	85	11	85	1116	270	92	32	51	0	0	55	1616	9	19
ATL	Concourse E	7/8/2018	1600 - 1700	20	104	29	123	22	123	863	355	369	134	57	32	3	52	1865	9	21
ATL	Concourse E	7/8/2018	1700 - 1800	13	82	21	97	15	97	847	256	90	35	43	3	0	60	1334	9	20
ATL	Concourse E	7/8/2018	1800 - 1900	20	117	33	117	22	117	789	531	158	57	104	41	0	51	1731	11	23
ATL	Concourse E	7/8/2018	1900 - 2000	29	95	55	93	35	95	842	259	171	338	506	25	0	62	2203	12	23
ATL	Concourse E	7/8/2018	2000 - 2100	30	82	57	82	34	82	257	165	178	226	138	0	0	28	992	4	20
ATL	Concourse F	7/8/2018	1100 - 1200	8	30	14	45	9	45	121	31	1	0	0	0	0	5	158	1	2
ATL	Concourse F	7/8/2018	1700 - 1800	23	76	96	157	53	157	80	77	40	33	27	34	49	11	351	1	9
ATL	Concourse F	7/8/2018	2000 - 2100	34	61	46	61	35	61	12	34	92	27	3	0	0	6	174	1	11
ATL	Concourse E	7/9/2018	0500 - 0600	0	25	6	30	3	30	613	68	0	0	0	0	0	19	700	3	8
ATL	Concourse E	7/9/2018	0600 - 0700	0	22	13	41	8	41	509	111	56	0	0	0	0	19	695	3	12
ATL	Concourse E	7/9/2018	0800 - 0900	3	17	2	17	2	17	493	25	0	0	0	0	0	12	530	2	7
ATL	Concourse E	7/9/2018	1000 - 1100	1	20	12	34	6	34	401	81	19	0	0	0	0	16	517	2	15
ATL	Concourse E	7/9/2018	1100 - 1200	0	13	1	13	0	13	531	0	0	0	0	0	0	9	540	3	12
ATL	Concourse E	7/9/2018	1200 - 1300	1	30	5	32	2	32	615	44	4	0	0	0	0	19	682	3	12
ATL	Concourse E	7/9/2018	1300 - 1400	6	40	11	40	7	40	1450	288	70	0	0	0	0	56	1864	9	24
ATL	Concourse E	7/9/2018	1400 - 1500	3	41	12	41	7	41	1440	204	68	0	0	0	0	51	1763	7	27
ATL	Concourse E	7/9/2018	1500 - 1600	7	34	6	38	7	38	1367	140	6	0	0	0	0	44	1557	9	23
ATL	Concourse E	7/9/2018	1600 - 1700	7	46	15	57	9	57	1567	462	110	13	0	0	0	63	2215	9	23
ATL	Concourse E	7/9/2018	1700 - 1800	15	50	17	51	16	51	920	655	314	29	0	0	0	49	1967	11	19
ATL	Concourse E	7/9/2018	1800 - 1900	13	48	20	52	15	52	1060	635	298	20	0	0	0	58	2071	12	21
ATL	Concourse E	7/9/2018	1900 - 2000	6	37	4	28	6	37	963	140	13	0	0	0	0	34	1150	6	15
ATL	Concourse E	7/9/2018	2000 - 2100	1	14	3	14	1	14	562	0	0	0	0	0	0	14	576	3	15
ATL	Concourse E	7/9/2018	2100 - 2200	3	15	0	11	2	15	434	0	0	0	0	0	0	17	451	2	15
ATL	Concourse F	7/9/2018	0000 - 0100	14	35	21	39	18	39	72	77	31	0	0	0	0	4	184	1	5
ATL	Concourse F	7/9/2018	1000 - 1100	20	28	33	44	29	44	6	41	42	0	0	0	0	2	91	1	12
ATL	Concourse F	7/9/2018	1200 - 1300	7	29	17	49	14	49	126	66	23	4	0	0	0	8	227	2	11
ATL	Concourse F	7/9/2018	1500 - 1600	3	7	0	0	3	7	62	0	0	0	0	0	0	0	62	1	2
ATL	Concourse F	7/9/2018	2000 - 2100	10	28	13	27	11	28	76	35	0	0	0	0	0	4	115	1	15
ATL	Concourse E	7/10/2018	0500 - 0600	3	103	41	123	22	123	614	89	84	36	50	84	11	26	994	4	10
ATL	Concourse E	7/10/2018	0600 - 0700	2	22	42	95	22	95	469	123	31	64	120	12	0	25	844	4	13
ATL	Concourse E	7/10/2018	0800 - 0900	0	8	1	8	0	8	228	0	0	0	0	0	0	7	235	1	12
ATL	Concourse E	7/10/2018	0900 - 1000	1	30	0	0	1	30	140	6	0	0	0	0	0	3	149	1	3
ATL	Concourse E	7/10/2018	1000 - 1100	2	28	9	35	6	35	485	79	16	0	0	0	0	16	596	3	13
ATL	Concourse E	7/10/2018	1100 - 1200	0	5	0	5	0	5	440	0	0	0	0	0	0	13	453	2	14
ATL	Concourse E	7/10/2018	1200 - 1300	3	29	18	31	7	31	155	38	3	0	0	0	0	5	201	1	15
ATL	Concourse E	7/10/2018	1300 - 1400	8	28	11	29	9	29	302	135	0	0	0	0	0	12	449	3	18
ATL	Concourse E	7/10/2018	1400 - 1500	4	39	9	52	6	52	1941	183	106	11	0	0	0	62	2303	10	22
ATL	Concourse E	7/10/2018	1500 - 1600	9	61	19	61	12	61	1732	451	201	123	5	0	0	76	2588	12	22
ATL	Concourse E	7/10/2018	1600 - 1700	5	36	9	36	6	36	1000	106	13	0	0	0	0	30	1149	5	14
ATL	Concourse E	7/10/2018	1700 - 1800	11	39	17	41	13	41	1120	509	99	0	0	0	0	47	1775	9	23
ATL	Concourse E	7/10/2018	1800 - 1900	17	106	40	107	21	107	1134	591	284	159	161	37	0	73	2439	14	21
ATL	Concourse E	7/10/2018	1900 - 2000	29	80	15	85	26	85	671	74	155	173	240	0	0	36	1349	7	14
ATL	Concourse E	7/10/2018	2000 - 2100	8	62	24	63	11	63	610	122	88	52	11	0	0	26	909	4	17
ATL	Concourse F	7/10/2018	0300 - 0400	11	28	0	0	11	28	119	37	0	0	0	0	0	2	158	1	2
ATL	Concourse F	7/10/2018	1100 - 1200	4	22	6	22	5	22	191	23	0	0	0	0	0	4	218	2	14
ATL	Concourse F	7/10/2018	1200 - 1300	7	46	22	52	14	52	468	116	118	15	0	0	0	18	735	4	17
ATL	Concourse F	7/10/2018	1500 - 1600	4	11	4	4	4	11	66	0	0	0	0	0	0	3	69	1	3
ATL	Concourse F	7/10/2018	1600 - 1700	20	40	27	44	22	44	24	78	22	0	0	0	0	4	128	1	14
ATL	Concourse F	7/10/2018	2000 - 2100	29	77	45	77	36	77	161	123	197	77	142	0	0	21	721	4	15
ATL	Concourse E	7/11/2018	0500 - 0600	0	22	20	85	14	85	626	111	77	47	60	0	0	29	950	4	12
ATL	Concourse E	7/11/2018	0600 - 0700	4	41	19	79	10	79	510	69	67	20	10	0	0	20	696	3	10
ATL	Concourse E	7/11/2018	0800 - 0900	1	9	1	9	1	9	239	0	0	0	0	0	0	7	246	1	11
ATL	Concourse E	7/11/2018	1000 - 1100	14	48	27	56	20	56	250	146	130	36	0	0	0	19	581	3	16
ATL	Concourse E	7/11/2018	1100 - 1200	0	14	1	14	0	14	644	0	0	0	0	0	0	18	662	4	14
