airport	terminal	date	hour	us_avg_wait	us_max_wait	non_us_avg_wait	non_us_max_wait	all_avg_wait	all_max_wait	all_n_0..15	all_n_16..30	all_n_31..45	all_n_46..60	all_n_61..90	all_n_91..120	all_n_120..	all_excluded	all_total	all_flights	all_booths
ATL	Concourse F	1/13/2018	0500 - 0600	4	37	28	73	15	73	138	18	18	10	12	0	0	7	203	1	9
ATL	Concourse F	1/13/2018	1000 - 1100	8	34	15	27	11	34	88	40	1	0	0	0	0	7	136	2	9
ATL	Concourse F	1/13/2018	1100 - 1200	3	13	5	21	3	21	217	5	0	0	0	0	0	8	230	2	5
ATL	Concourse F	1/13/2018	1200 - 1300	6	29	23	34	13	34	84	56	11	0	0	0	0	3	154	1	19
ATL	Concourse F	1/13/2018	2000 - 2100	10	42	27	44	14	44	176	54	51	0	0	0	0	8	289	2	16
ATL	Concourse E	1/14/2018	0500 - 0600	2	45	23	71	13	71	754	93	76	82	36	0	0	44	1085	4	11
ATL	Concourse E	1/14/2018	0600 - 0700	9	49	29	60	18	60	227	67	45	77	0	0	0	13	429	2	13
ATL	Concourse E	1/14/2018	0800 - 0900	21	38	20	38	20	38	97	212	66	0	0	0	0	16	391	2	8
ATL	Concourse E	1/14/2018	0900 - 1000	0	23	14	41	9	41	196	36	39	0	0	0	0	9	280	1	9
ATL	Concourse E	1/14/2018	1000 - 1100	1	22	6	22	2	22	247	11	0	0	0	0	0	11	269	2	6
ATL	Concourse E	1/14/2018	1100 - 1200	1	20	4	24	2	24	479	23	0	0	0	0	0	20	522	4	10
ATL	Concourse E	1/14/2018	1200 - 1300	6	66	16	85	10	85	629	79	71	17	34	0	0	36	866	6	19
ATL	Concourse E	1/14/2018	1300 - 1400	10	73	25	83	18	83	775	261	85	62	120	0	0	59	1362	7	28
ATL	Concourse E	1/14/2018	1400 - 1500	7	31	10	42	9	42	833	261	69	0	0	0	0	53	1216	5	24
ATL	Concourse E	1/14/2018	1500 - 1600	6	41	10	41	8	41	1001	188	34	0	0	0	0	56	1279	8	24
ATL	Concourse E	1/14/2018	1600 - 1700	10	58	22	58	14	58	744	305	123	52	0	0	0	51	1275	7	15
ATL	Concourse E	1/14/2018	1700 - 1800	13	48	11	45	12	48	986	405	147	8	0	0	0	73	1619	9	22
ATL	Concourse E	1/14/2018	1800 - 1900	18	50	23	62	19	62	1016	993	511	78	1	0	0	120	2719	16	22
ATL	Concourse E	1/14/2018	1900 - 2000	6	29	9	29	7	29	707	144	0	0	0	0	0	52	903	6	11
ATL	Concourse E	1/14/2018	2000 - 2100	2	29	6	31	4	31	750	56	3	0	0	0	0	29	838	4	23
ATL	Concourse F	1/14/2018	1000 - 1100	3	22	10	25	4	25	87	5	0	0	0	0	0	3	95	1	2
ATL	Concourse F	1/14/2018	1100 - 1200	17	41	25	40	20	41	33	28	21	0	0	0	0	5	87	1	10
ATL	Concourse F	1/14/2018	1700 - 1800	8	20	11	23	10	23	39	15	0	0	0	0	0	2	56	1	9
ATL	Concourse F	1/14/2018	2000 - 2100	3	7	3	7	3	7	19	0	0	0	0	0	0	2	21	1	7
ATL	Concourse F	1/14/2018	2100 - 2200	4	13	4	13	4	13	42	0	0	0	0	0	0	2	44	1	8
ATL	Concourse E	1/15/2018	0500 - 0600	5	96	40	103	21	103	637	48	166	62	78	32	0	35	1058	4	11
ATL	Concourse E	1/15/2018	0700 - 0800	1	24	14	31	6	31	152	40	5	0	0	0	0	9	206	1	11
ATL	Concourse E	1/15/2018	0800 - 0900	0	24	6	24	3	24	214	20	0	0	0	0	0	10	244	1	11
ATL	Concourse E	1/15/2018	0900 - 1000	0	3	3	5	0	5	144	0	0	0	0	0	0	2	146	1	7
ATL	Concourse E	1/15/2018	1000 - 1100	5	30	12	24	6	30	198	29	0	0	0	0	0	13	240	2	5
ATL	Concourse E	1/15/2018	1100 - 1200	17	61	11	59	15	61	116	124	13	11	1	0	0	16	281	2	8
ATL	Concourse E	1/15/2018	1200 - 1300	6	44	17	44	10	44	377	100	37	0	0	0	0	29	543	3	17
ATL	Concourse E	1/15/2018	1300 - 1400	8	35	12	37	10	37	649	290	33	0	0	0	0	41	1013	5	19
ATL	Concourse E	1/15/2018	1400 - 1500	1	53	7	53	5	53	869	64	32	20	0	0	0	43	1028	5	20
ATL	Concourse E	1/15/2018	1500 - 1600	12	85	32	114	22	114	1324	327	257	231	175	69	0	95	2478	15	26
ATL	Concourse E	1/15/2018	1600 - 1700	19	134	58	136	32	136	571	551	383	142	132	105	30	89	2003	12	18
ATL	Concourse E	1/15/2018	1700 - 1800	18	77	35	100	22	100	702	280	265	112	74	36	0	73	1542	9	14
ATL	Concourse E	1/15/2018	1800 - 1900	23	91	60	132	36	132	515	335	359	141	223	92	31	81	1777	10	17
ATL	Concourse E	1/15/2018	1900 - 2000	14	47	31	54	19	54	270	208	54	55	0	0	0	28	615	4	17
ATL	Concourse E	1/15/2018	2000 - 2100	5	46	15	46	9	46	883	223	58	3	0	0	0	49	1216	6	19
ATL	Concourse E	1/15/2018	2100 - 2200	0	4	0	1	0	4	241	0	0	0	0	0	0	9	250	2	15
ATL	Concourse F	1/15/2018	0500 - 0600	8	108	64	118	42	118	196	41	31	33	109	61	0	16	487	2	13
ATL	Concourse F	1/15/2018	1000 - 1100	11	61	32	70	25	70	151	73	54	46	33	0	0	11	368	2	10
ATL	Concourse F	1/15/2018	1100 - 1200	11	50	23	59	20	59	45	30	26	7	0	0	0	4	112	1	9
ATL	Concourse F	1/15/2018	1200 - 1300	21	59	35	62	26	62	36	12	27	14	3	0	0	4	96	1	8
ATL	Concourse F	1/15/2018	1300 - 1400	8	45	18	45	15	45	175	66	54	0	0	0	0	9	304	2	15
ATL	Concourse E	1/16/2018	0500 - 0600	4	92	44	114	29	114	652	84	116	108	204	84	0	54	1302	5	14
ATL	Concourse E	1/16/2018	0800 - 0900	12	26	13	26	12	26	135	98	0	0	0	0	0	12	245	1	9
ATL	Concourse E	1/16/2018	0900 - 1000	0	0	0	0	0	0	147	0	0	0	0	0	0	4	151	1	9
ATL	Concourse E	1/16/2018	1000 - 1100	7	44	22	55	14	55	276	69	80	22	0	0	0	25	472	4	8
ATL	Concourse E	1/16/2018	1200 - 1300	8	47	18	62	11	62	535	204	67	7	3	0	0	40	856	6	15
ATL	Concourse E	1/16/2018	1300 - 1400	4	52	15	54	10	54	612	152	84	17	0	0	0	30	895	4	22
ATL	Concourse E	1/16/2018	1400 - 1500	14	44	14	46	14	46	677	461	127	3	0	0	0	64	1332	7	22
ATL	Concourse E	1/16/2018	1500 - 1600	9	60	19	65	13	65	752	178	135	53	6	0	0	61	1185	9	13
ATL	Concourse E	1/16/2018	1600 - 1700	19	73	35	92	24	92	518	709	258	94	72	2	0	82	1735	9	19
ATL	Concourse E	1/16/2018	1700 - 1800	24	94	43	112	28	112	362	312	175	117	93	12	0	66	1137	8	17
ATL	Concourse E	1/16/2018	1800 - 1900	18	100	30	102	21	102	1005	674	299	153	109	12	0	101	2353	15	18
ATL	Concourse E	1/16/2018	1900 - 2000	13	56	21	56	15	56	706	408	193	41	0	0	0	57	1405	9	19
ATL	Concourse E	1/16/2018	2000 - 2100	3	34	14	34	5	34	209	37	4	0	0	0	0	10	260	2	13
ATL	Concourse F	1/16/2018	0500 - 0600	12	60	64	106	29	106	67	56	7	11	21	14	0	6	182	1	12
ATL	Concourse F	1/16/2018	1100 - 1200	5	39	16	41	10	41	328	98	31	0	0	0	0	16	473	4	8
ATL	Concourse F	1/16/2018	1500 - 1600	4	52	17	53	13	53	73	1	12	11	0	0	0	4	101	1	9
ATL	Concourse F	1/16/2018	2000 - 2100	12	37	17	38	13	38	38	11	5	0	0	0	0	2	56	1	6
ATL	Concourse E	1/17/2018	0500 - 0600	6	71	58	155	40	155	425	64	63	68	163	81	60	39	963	4	10
ATL	Concourse E	1/17/2018	0800 - 0900	9	26	12	28	10	28	153	104	0	0	0	0	0	9	266	2	9
ATL	Concourse E	1/17/2018	1000 - 1100	0	4	0	4	0	4	103	0	0	0	0	0	0	4	107	1	5
ATL	Concourse E	1/17/2018	1100 - 1200	0	2	0	3	0	3	69	0	0	0	0	0	0	5	74	1	8
ATL	Concourse E	1/17/2018	1200 - 1300	0	7	1	7	1	7	91	0	0	0	0	0	0	5	96	1	8
ATL	Concourse E	1/17/2018	1300 - 1400	10	91	22	95	16	95	988	216	155	79	81	6	0	68	1593	9	16
ATL	Concourse E	1/17/2018	1400 - 1500	0	11	3	19	1	19	262	8	0	0	0	0	0	12	282	1	9
ATL	Concourse E	1/17/2018	1500 - 1600	13	81	28	81	19	81	557	196	201	60	46	0	0	52	1112	6	12
ATL	Concourse E	1/17/2018	1600 - 1700	7	64	24	73	16	73	490	145	63	56	35	0	0	41	830	4	13
ATL	Concourse E	1/17/2018	1700 - 1800	16	118	12	114	14	118	425	125	7	0	0	40	0	26	623	5	15
ATL	Concourse E	1/17/2018	1800 - 1900	3	33	12	35	7	35	549	133	18	0	0	0	0	29	729	4	20
ATL	Concourse E	1/17/2018	1900 - 2000	14	55	10	55	12	55	648	153	103	46	0	0	0	44	994	9	18
ATL	Concourse E	1/17/2018	2000 - 2100	22	63	21	64	22	64	378	134	151	136	2	0	0	41	842	6	11
ATL	Concourse E	1/17/2018	2100 - 2200	5	36	11	47	6	47	643	89	16	2	0	0	0	39	789	6	14
ATL	Concourse E	1/17/2018	2200 - 2300	0	17	2	16	1	17	441	8	0	0	0	0	0	22	471	3	12
ATL	Concourse F	1/17/2018	0500 - 0600	19	95	94	171	70	171	98	63	32	16	68	58	121	12	468	2	9
ATL	Concourse F	1/17/2018	1000 - 1100	14	42	26	56	21	56	129	91	50	31	0	0	0	11	312	2	9
ATL	Concourse F	1/17/2018	1100 - 1200	1	10	2	6	1	10	95	0	0	0	0	0	0	1	96	1	5
ATL	Concourse F	1/17/2018	1200 - 1300	3	18	8	21	6	21	72	10	0	0	0	0	0	3	85	1	8
ATL	Concourse F	1/17/2018	1400 - 1500	4	27	17	43	14	43	103	49	23	0	0	0	0	4	179	1	9
ATL	Concourse F	1/17/2018	2000 - 2100	10	14	6	6	10	14	31	0	0	0	0	0	0	1	32	1	0
ATL	Concourse F	1/17/2018	2100 - 2200	9	24	18	28	12	28	40	18	0	0	0	0	0	0	58	1	6
ATL	Concourse F	1/17/2018	2200 - 2300	15	26	18	26	16	26	36	54	0	0	0	0	0	2	92	1	9
ATL	Concourse F	1/17/2018	2300 - 0000	8	20	11	20	8	20	245	34	0	0	0	0	0	10	289	4	6
ATL	Concourse E	1/18/2018	0100 - 0200	0	6	0	6	0	6	230	0	0	0	0	0	0	5	235	3	9
ATL	Concourse E	1/18/2018	0300 - 0400	0	0	0	0	0	0	79	0	0	0	0	0	0	0	79	1	3
ATL	Concourse E	1/18/2018	0500 - 0600	2	31	15	59	9	59	378	37	22	42	0	0	0	22	501	2	10
ATL	Concourse E	1/18/2018	0600 - 0700	0	10	5	20	2	20	204	10	0	0	0	0	0	9	223	1	9
ATL	Concourse E	1/18/2018	0700 - 0800	0	8	4	20	4	20	188	20	0	0	0	0	0	7	215	1	7
ATL	Concourse E	1/18/2018	0800 - 0900	18	24	19	20	18	24	3	27	0	0	0	0	0	2	32	1	6
ATL	Concourse E	1/18/2018	0900 - 1000	6	37	7	38	7	38	201	31	11	0	0	0	0	10	253	1	8
ATL	Concourse E	1/18/2018	1000 - 1100	3	29	11	40	7	40	281	39	32	0	0	0	0	15	367	2	8
ATL	Concourse E	1/18/2018	1100 - 1200	11	68	30	77	17	77	215	40	25	14	23	0	0	16	333	2	9
ATL	Concourse E	1/18/2018	1200 - 1300	14	49	28	67	19	67	221	223	68	34	3	0	0	31	580	4	19
ATL	Concourse E	1/18/2018	1300 - 1400	3	19	9	23	5	23	530	64	0	0	0	0	0	25	619	4	16
ATL	Concourse E	1/18/2018	1400 - 1500	7	33	14	36	10	36	504	179	33	0	0	0	0	33	749	5	15
ATL	Concourse E	1/18/2018	1500 - 1600	8	28	11	31	9	31	426	105	3	0	0	0	0	23	557	6	10
ATL	Concourse E	1/18/2018	1600 - 1700	9	34	14	38	10	38	377	226	4	0	0	0	0	36	643	6	14
ATL	Concourse E	1/18/2018	1700 - 1800	11	60	10	60	11	60	701	14	63	81	0	0	0	35	894	6	12
ATL	Concourse E	1/18/2018	1800 - 1900	16	63	26	104	19	104	1052	441	348	114	48	13	0	84	2100	14	22
ATL	Concourse E	1/18/2018	1900 - 2000	24	78	41	93	29	93	609	427	328	257	197	5	0	84	1907	14	22
ATL	Concourse E	1/18/2018	2000 - 2100	1	28	6	28	4	28	465	43	0	0	0	0	0	20	528	4	10
ATL	Concourse E	1/18/2018	2100 - 2200	12	17	16	19	13	19	16	5	0	0	0	0	0	2	23	1	4
ATL	Concourse E	1/18/2018	2200 - 2300	3	11	12	30	9	30	85	31	0	0	0	0	0	6	122	1	4
ATL	Concourse E	1/18/2018	2300 - 0000	1	19	6	23	3	23	117	13	0	0	0	0	0	7	137	1	4
ATL	Concourse F	1/18/2018	0500 - 0600	16	57	32	68	22	68	74	103	20	15	6	0	0	6	224	1	8
ATL	Concourse F	1/18/2018	1500 - 1600	14	52	23	53	19	53	161	92	47	23	0	0	0	17	340	1	11
ATL	Concourse F	1/18/2018	1600 - 1700	1	9	3	8	2	9	50	0	0	0	0	0	0	2	52	1	2
ATL	Concourse F	1/18/2018	2000 - 2100	7	22	9	22	8	22	80	24	0	0	0	0	0	4	108	1	9
ATL	Concourse E	1/19/2018	0500 - 0600	2	62	27	81	15	81	619	119	89	71	62	0	0	42	1002	4	15
ATL	Concourse E	1/19/2018	0600 - 0700	0	1	10	31	3	31	193	27	4	0	0	0	0	11	235	1	13
ATL	Concourse E	1/19/2018	0800 - 0900	0	3	13	27	5	27	40	10	0	0	0	0	0	2	52	1	7
ATL	Concourse E	1/19/2018	0900 - 1000	3	36	16	36	9	36	220	67	22	0	0	0	0	10	319	2	7
ATL	Concourse E	1/19/2018	1000 - 1100	0	0	0	0	0	0	114	0	0	0	0	0	0	5	119	1	7
ATL	Concourse E	1/19/2018	1100 - 1200	2	20	4	20	3	20	467	16	0	0	0	0	0	21	504	5	7
ATL	Concourse E	1/19/2018	1200 - 1300	6	37	10	51	7	51	611	158	41	10	0	0	0	36	856	5	20
ATL	Concourse E	1/19/2018	1300 - 1400	7	32	9	44	8	44	621	88	30	0	0	0	0	36	775	4	20
ATL	Concourse E	1/19/2018	1400 - 1500	13	63	24	75	18	75	653	396	234	82	14	0	0	68	1447	8	17
ATL	Concourse E	1/19/2018	1500 - 1600	14	71	29	79	19	79	508	441	123	51	34	0	0	62	1219	9	12
ATL	Concourse E	1/19/2018	1600 - 1700	8	56	25	73	13	73	587	76	96	57	16	0	0	37	869	5	13
ATL	Concourse E	1/19/2018	1700 - 1800	13	80	17	75	14	80	1052	413	121	71	14	0	0	86	1757	13	15
ATL	Concourse E	1/19/2018	1800 - 1900	25	90	35	98	28	98	535	520	345	196	153	4	0	90	1843	11	23
ATL	Concourse E	1/19/2018	1900 - 2000	18	73	25	85	20	85	811	279	186	177	78	0	0	78	1609	10	17
ATL	Concourse E	1/19/2018	2000 - 2100	4	42	10	53	6	53	159	13	2	4	0	0	0	9	187	2	11
ATL	Concourse F	1/19/2018	0000 - 0100	5	27	20	37	13	37	84	27	16	0	0	0	0	7	134	1	6
ATL	Concourse F	1/19/2018	0500 - 0600	9	46	71	111	50	111	128	19	41	32	91	83	0	12	406	2	15
ATL	Concourse F	1/19/2018	0800 - 0900	9	40	16	41	11	41	153	66	15	0	0	0	0	7	241	1	8
ATL	Concourse F	1/19/2018	1800 - 1900	6	30	8	11	6	30	62	4	0	0	0	0	0	3	69	1	5
ATL	Concourse F	1/19/2018	1900 - 2000	4	13	5	27	4	27	56	1	0	0	0	0	0	2	59	1	3
ATL	Concourse F	1/19/2018	2000 - 2100	23	59	39	63	30	63	50	97	27	45	14	0	0	8	241	1	16
ATL	Concourse E	1/20/2018	0500 - 0600	1	34	18	62	10	62	838	116	145	48	5	0	0	52	1204	5	12
ATL	Concourse E	1/20/2018	0600 - 0700	1	26	8	26	4	26	207	35	0	0	0	0	0	13	255	1	8
ATL	Concourse E	1/20/2018	0800 - 0900	1	5	1	4	1	5	72	0	0	0	0	0	0	2	74	1	8
ATL	Concourse E	1/20/2018	0900 - 1000	2	16	5	18	3	18	218	16	0	0	0	0	0	11	245	1	9
ATL	Concourse E	1/20/2018	1000 - 1100	7	23	9	24	8	24	149	19	0	0	0	0	0	9	177	2	6
ATL	Concourse E	1/20/2018	1100 - 1200	1	22	5	31	3	31	249	19	1	0	0	0	0	14	283	3	6
ATL	Concourse E	1/20/2018	1200 - 1300	2	27	10	37	4	37	527	70	9	0	0	0	0	34	640	4	15
ATL	Concourse E	1/20/2018	1300 - 1400	7	33	13	40	9	40	924	310	25	0	0	0	0	58	1317	7	21
ATL	Concourse E	1/20/2018	1400 - 1500	11	40	15	73	13	73	828	410	89	23	16	0	0	60	1426	7	17
ATL	Concourse E	1/20/2018	1500 - 1600	14	93	26	95	18	95	973	620	163	66	96	11	0	90	2019	12	13
ATL	Concourse E	1/20/2018	1600 - 1700	13	48	24	51	15	51	428	306	116	10	0	0	0	36	896	6	12
ATL	Concourse E	1/20/2018	1700 - 1800	16	58	24	64	18	64	829	607	321	78	5	0	0	86	1926	12	20
ATL	Concourse E	1/20/2018	1800 - 1900	19	74	27	74	21	74	1199	1121	596	195	14	0	0	148	3273	20	19
ATL	Concourse E	1/20/2018	1900 - 2000	12	51	25	52	14	52	868	350	145	27	0	0	0	72	1462	11	16
ATL	Concourse E	1/20/2018	2000 - 2100	0	31	5	31	2	31	804	18	4	0	0	0	0	26	852	6	17
ATL	Concourse E	1/20/2018	2100 - 2200	0	8	1	7	0	8	125	0	0	0	0	0	0	7	132	1	8
ATL	Concourse F	1/20/2018	0800 - 0900	9	24	12	25	10	25	162	68	0	0	0	0	0	6	236	1	8
ATL	Concourse F	1/20/2018	1000 - 1100	6	14	7	15	6	15	35	0	0	0	0	0	0	3	38	1	3
ATL	Concourse F	1/20/2018	1100 - 1200	4	12	4	14	4	14	122	0	0	0	0	0	0	4	126	1	6
ATL	Concourse F	1/20/2018	1500 - 1600	4	20	13	32	5	32	81	3	3	0	0	0	0	2	89	1	5
ATL	Concourse F	1/20/2018	2000 - 2100	11	33	15	33	13	33	129	57	19	0	0	0	0	7	212	1	14
ATL	Concourse E	1/21/2018	0500 - 0600	1	93	37	107	21	107	683	148	111	62	116	52	0	41	1213	5	11
ATL	Concourse E	1/21/2018	0600 - 0700	1	38	12	44	6	44	204	14	27	0	0	0	0	11	256	1	10
ATL	Concourse E	1/21/2018	0800 - 0900	14	43	5	41	12	43	238	56	69	0	0	0	0	17	380	2	9
ATL	Concourse E	1/21/2018	0900 - 1000	8	36	20	43	15	43	192	105	48	0	0	0	0	15	360	2	9
ATL	Concourse E	1/21/2018	1000 - 1100	2	27	3	17	2	27	417	7	0	0	0	0	0	21	445	3	6
ATL	Concourse E	1/21/2018	1100 - 1200	1	26	25	57	15	57	137	16	37	28	0	0	0	9	227	2	10
ATL	Concourse E	1/21/2018	1200 - 1300	5	33	9	38	6	38	394	34	15	0	0	0	0	21	464	3	11
ATL	Concourse E	1/21/2018	1300 - 1400	8	52	17	61	12	61	919	329	94	39	1	0	0	65	1447	9	25
ATL	Concourse E	1/21/2018	1400 - 1500	6	29	5	30	5	30	835	140	0	0	0	0	0	39	1014	5	19
ATL	Concourse E	1/21/2018	1500 - 1600	7	36	10	33	9	36	811	237	7	0	0	0	0	50	1105	8	23
ATL	Concourse E	1/21/2018	1600 - 1700	10	49	16	53	12	53	1059	415	83	22	0	0	0	75	1654	8	18
ATL	Concourse E	1/21/2018	1700 - 1800	13	74	20	74	16	74	833	444	136	31	36	0	0	66	1546	10	20
ATL	Concourse E	1/21/2018	1800 - 1900	10	79	15	86	12	86	1240	310	109	48	34	0	0	74	1815	12	19
ATL	Concourse E	1/21/2018	1900 - 2000	14	37	9	37	13	37	711	505	66	0	0	0	0	63	1345	8	13
ATL	Concourse E	1/21/2018	2000 - 2100	4	27	2	26	3	27	617	58	0	0	0	0	0	30	705	4	21
ATL	Concourse E	1/21/2018	2300 - 0000	2	13	2	8	2	13	166	0	0	0	0	0	0	10	176	1	2
ATL	Concourse F	1/21/2018	1000 - 1100	9	27	20	36	17	36	30	19	12	0	0	0	0	2	63	1	7
ATL	Concourse F	1/21/2018	1100 - 1200	9	83	45	91	33	91	95	37	5	15	66	3	0	10	231	2	10
ATL	Concourse F	1/21/2018	1500 - 1600	6	28	9	28	8	28	145	45	0	0	0	0	0	3	193	1	12
ATL	Concourse F	1/21/2018	1600 - 1700	3	25	13	54	9	54	148	40	6	3	0	0	0	6	203	2	9
ATL	Concourse E	1/22/2018	0500 - 0600	6	52	36	108	23	108	589	227	111	121	110	30	0	47	1235	5	14
ATL	Concourse E	1/22/2018	0600 - 0700	1	26	18	28	6	28	125	45	0	0	0	0	0	7	177	1	9
ATL	Concourse E	1/22/2018	0800 - 0900	7	15	10	14	7	15	141	0	0	0	0	0	0	8	149	1	9
ATL	Concourse E	1/22/2018	1000 - 1100	5	21	9	18	5	21	225	3	0	0	0	0	0	13	241	2	6
ATL	Concourse E	1/22/2018	1100 - 1200	0	8	1	9	1	9	203	0	0	0	0	0	0	10	213	2	11
ATL	Concourse E	1/22/2018	1200 - 1300	0	11	2	14	1	14	585	0	0	0	0	0	0	19	604	3	19
ATL	Concourse E	1/22/2018	1300 - 1400	8	34	9	35	9	35	882	304	15	0	0	0	0	52	1253	7	24
ATL	Concourse E	1/22/2018	1400 - 1500	5	21	6	24	6	24	629	84	0	0	0	0	0	30	743	5	21
ATL	Concourse E	1/22/2018	1500 - 1600	7	42	4	41	6	42	1216	148	22	0	0	0	0	59	1445	10	19
ATL	Concourse E	1/22/2018	1600 - 1700	12	58	19	62	15	62	714	213	95	72	5	0	0	46	1145	7	14
ATL	Concourse E	1/22/2018	1700 - 1800	16	56	17	52	16	56	1008	431	249	76	0	0	0	79	1843	13	20
ATL	Concourse E	1/22/2018	1800 - 1900	9	38	14	55	11	55	815	318	74	6	0	0	0	54	1267	8	18
ATL	Concourse E	1/22/2018	1900 - 2000	12	39	12	39	12	39	945	621	48	0	0	0	0	71	1685	12	14
ATL	Concourse E	1/22/2018	2000 - 2100	2	16	0	11	1	16	509	2	0	0	0	0	0	19	530	4	10
ATL	Concourse F	1/22/2018	0900 - 1000	16	39	15	44	15	44	157	114	29	0	0	0	0	11	311	2	15
ATL	Concourse F	1/22/2018	1100 - 1200	7	19	12	25	11	25	116	64	0	0	0	0	0	6	186	2	13
ATL	Concourse F	1/22/2018	1200 - 1300	6	14	8	14	6	14	146	0	0	0	0	0	0	5	151	1	9
ATL	Concourse F	1/22/2018	1500 - 1600	8	34	16	41	14	41	110	58	14	0	0	0	0	6	188	1	14
ATL	Concourse F	1/22/2018	1600 - 1700	24	69	41	77	32	77	45	12	19	20	19	0	0	3	118	1	10
ATL	Concourse E	1/23/2018	0500 - 0600	1	56	22	61	13	61	593	67	77	93	6	0	0	31	867	4	14
ATL	Concourse E	1/23/2018	0900 - 1000	5	31	15	38	10	38	351	95	34	0	0	0	0	19	499	3	7
ATL	Concourse E	1/23/2018	1000 - 1100	5	16	7	16	6	16	25	2	0	0	0	0	0	2	29	1	4
ATL	Concourse E	1/23/2018	1100 - 1200	0	19	1	11	0	19	182	1	0	0	0	0	0	7	190	3	6
ATL	Concourse E	1/23/2018	1200 - 1300	4	24	8	27	5	27	442	63	0	0	0	0	0	29	534	4	11
ATL	Concourse E	1/23/2018	1300 - 1400	6	32	9	40	7	40	655	158	33	0	0	0	0	34	880	5	18
ATL	Concourse E	1/23/2018	1400 - 1500	10	33	14	45	12	45	542	221	41	0	0	0	0	39	843	7	16
ATL	Concourse E	1/23/2018	1500 - 1600	3	27	7	32	5	32	937	177	2	0	0	0	0	45	1161	9	16
ATL	Concourse E	1/23/2018	1600 - 1700	10	48	19	52	12	52	637	182	57	17	0	0	0	48	941	6	18
ATL	Concourse E	1/23/2018	1700 - 1800	8	57	20	67	12	67	952	280	76	42	11	0	0	69	1430	10	15
ATL	Concourse E	1/23/2018	1800 - 1900	14	75	21	97	16	97	1040	666	227	37	39	1	0	86	2096	15	21
ATL	Concourse E	1/23/2018	1900 - 2000	11	34	14	35	12	35	532	254	12	0	0	0	0	32	830	7	13
ATL	Concourse E	1/23/2018	2000 - 2100	4	18	8	18	6	18	102	11	0	0	0	0	0	5	118	1	13
ATL	Concourse E	1/23/2018	2100 - 2200	0	0	0	0	0	0	81	0	0	0	0	0	0	2	83	1	4
ATL	Concourse E	1/23/2018	2200 - 2300	0	0	0	0	0	0	145	0	0	0	0	0	0	7	152	1	9
ATL	Concourse F	1/23/2018	0500 - 0600	8	34	40	77	34	77	77	35	54	52	42	0	0	9	269	1	14
ATL	Concourse F	1/23/2018	0700 - 0800	9	31	17	31	12	31	125	95	6	0	0	0	0	6	232	1	8
ATL	Concourse F	1/23/2018	1000 - 1100	1	13	6	15	2	15	93	0	0	0	0	0	0	2	95	1	4
ATL	Concourse F	1/23/2018	1100 - 1200	7	41	19	42	17	42	31	14	20	0	0	0	0	2	67	1	6
ATL	Concourse F	1/23/2018	1600 - 1700	16	53	27	60	21	60	128	100	46	26	0	0	0	17	317	1	11
ATL	Concourse F	1/23/2018	1800 - 1900	8	48	30	52	9	52	68	2	7	3	0	0	0	2	82	1	5
ATL	Concourse F	1/23/2018	2000 - 2100	8	34	15	35	11	35	144	40	8	0	0	0	0	11	203	1	9
ATL	Concourse E	1/24/2018	0500 - 0600	6	113	57	139	37	139	634	148	110	83	100	147	99	54	1375	6	14
ATL	Concourse E	1/24/2018	0600 - 0700	1	60	28	73	13	73	215	23	31	23	15	0	0	13	320	2	11
ATL	Concourse E	1/24/2018	0800 - 0900	3	15	11	28	7	28	184	49	0	0	0	0	0	12	245	1	8
ATL	Concourse E	1/24/2018	1000 - 1100	2	16	3	12	2	16	192	5	0	0	0	0	0	10	207	3	4
ATL	Concourse E	1/24/2018	1100 - 1200	0	21	4	21	3	21	146	12	0	0	0	0	0	9	167	2	7
ATL	Concourse E	1/24/2018	1200 - 1300	4	39	19	59	10	59	599	100	39	49	0	0	0	38	825	5	17
ATL	Concourse E	1/24/2018	1300 - 1400	7	50	20	53	13	53	485	86	94	43	0	0	0	25	733	5	17
ATL	Concourse E	1/24/2018	1400 - 1500	8	43	15	73	11	73	755	238	58	45	4	0	0	49	1149	8	19
ATL	Concourse E	1/24/2018	1500 - 1600	6	23	13	45	8	45	591	60	29	0	0	0	0	36	716	7	11
ATL	Concourse E	1/24/2018	1600 - 1700	7	57	20	57	12	57	485	107	69	20	0	0	0	29	710	6	15
ATL	Concourse E	1/24/2018	1700 - 1800	14	63	23	81	17	81	870	523	247	52	28	0	0	81	1801	12	22
ATL	Concourse E	1/24/2018	1800 - 1900	14	66	21	84	16	84	832	462	162	45	31	0	0	66	1598	14	19
ATL	Concourse E	1/24/2018	1900 - 2000	10	43	13	36	11	43	367	133	38	0	0	0	0	20	558	5	9
ATL	Concourse E	1/24/2018	2000 - 2100	6	38	11	44	8	44	214	40	15	0	0	0	0	11	280	2	12
ATL	Concourse F	1/24/2018	0900 - 1000	9	47	28	49	20	49	116	65	64	11	0	0	0	11	267	2	10
ATL	Concourse F	1/24/2018	1100 - 1200	4	16	10	21	8	21	43	7	0	0	0	0	0	4	54	1	8
ATL	Concourse F	1/24/2018	1500 - 1600	18	60	28	61	24	61	31	85	15	18	2	0	0	5	156	1	12
ATL	Concourse F	1/24/2018	1700 - 1800	9	36	16	36	12	36	145	80	12	0	0	0	0	8	245	1	10
